id,date,age,gender,Performance Expectancy 1,Performance Expectancy 2,Performance Expectancy 3,Effort Expectancy 1,Effort Expectancy 2,Effort Expectancy 3,Social Influence 1,Social Influence 2,Social Influence 3,Facilitating Conditions 1,Facilitating Conditions 2,Facilitating Conditions 3,Attitude towards Technology 1,Attitude towards Technology 2,Attitude towards Technology 3,Self-Efficacy 1,Self-Efficacy 2,Self-Efficacy 3,Anxiety  1,Anxiety 2,Anxiety 3,Behavioral Intention 1,Behavioral Intention 2,Perceived safety 1,Perceived safety 2,Perceived safety 3,Methods of Control 1,Methods of Control 2,Methods of Control 3,Driving licence,weekly drive,driving reason,gaming experience,VR experience,racing experience
5c776e10348f4e3589cfc57be88546d2,2020-10-16 15:30:19,25,Männlich,5,2,3,5,7,6,4,2,7,7,7,4,5,6,7,7,7,4,4,3,1,7,7,4,3,2,7,7,4,Ja ,2,Privater Transport ,10,Noch Nie,Selten
d0177d0096d34d79ad20632ce2de1683,2020-10-16 16:24:45,19,Männlich,2,3,3,3,6,3,3,6,2,4,5,6,3,2,5,5,5,6,5,5,5,5,4,6,2,3,6,6,6,Ja ,5,Privater Transport ,2,Selten,Selten
ef0636bf75a345fd937f66a883b23c4d,2020-10-16 16:43:18,33,female,4,3,4,4,3,5,5,3,3,3,1,3,5,5,3,3,3,5,4,5,6,4,5,5,4,3,6,3,4,Yes ,2,work,2,Never,Never
9b9220b8bf8c4e61adde8bc7571540ef,2020-10-17 12:04:10,47,Männlich,4,4,4,7,7,7,1,1,4,1,7,7,4,4,4,7,7,1,3,1,1,7,7,2,2,1,7,7,7,Ja ,8,Arbeit,0,Noch Nie,Noch Nie
3358f368d8694472a86c4770d4f804bc,2020-10-17 13:55:36,60,Weiblich,1,1,1,1,1,1,1,2,1,1,7,2,1,1,2,1,1,2,7,7,7,1,1,4,1,1,7,7,6,Ja ,1,Privater Transport ,0,Noch Nie,Noch Nie
cb5d0147ad15497680895773bcb2d217,2020-10-17 14:05:55,24,Männlich,5,5,6,3,5,2,4,4,2,4,5,3,6,1,4,1,3,1,2,1,2,6,7,4,2,3,7,7,6,Ja ,0,Privater Transport ,4,Selten,Manchmal
7a9e89e5a21a442d93c88707c1585d1d,2020-10-17 14:16:07,61,Männlich,1,1,1,1,2,1,1,5,1,1,7,5,1,1,1,1,2,2,7,7,7,1,1,6,1,7,6,6,6,Ja ,3,Arbeit,0,Noch Nie,Noch Nie
e5a628df7e514b288fb6c6024f32e6d8,2020-10-17 19:04:54,31,male,3,4,5,6,5,7,6,7,2,2,6,2,5,5,6,7,7,7,3,5,2,4,2,6,4,3,7,7,7,Yes ,2,freetime,10,Never,Never
28191a22a70d478b808eb8905e35c6ba,2020-10-19 10:11:00,21,Männlich,5,4,6,5,6,6,5,3,4,5,5,6,5,5,5,5,5,4,3,3,2,5,4,3,5,3,7,6,6,Ja,1,Privater Transport ,20,Noch Nie,Manchmal
44f89a79bcd2474781bb53db168050a6,2020-10-19 10:45:08,20,Männlich,6,4,6,6,6,7,4,6,5,5,5,6,4,1,6,5,6,6,6,5,2,7,7,5,3,3,2,7,6,Ja ,0,Privater Transport ,0,Selten,Selten
91519bcefe1844d595ff7317c00b0351,2020-10-19 11:16:00,20,Weiblich,2,4,1,1,1,5,5,4,4,1,3,2,1,3,5,3,5,7,7,6,2,2,1,7,2,1,7,7,7,Ja,8,Privater Transport ,0,Selten,Noch Nie
ac50cb2dbe784eca9f86d1a424a3cf04,2020-10-19 11:23:46,19,Männlich,4,7,3,3,3,4,3,5,7,3,7,5,6,6,7,5,6,4,3,2,3,7,7,2,4,5,6,3,6,Ja ,2,zum Vergnügen,0,Selten,Selten
a11a6bbf0bf8498c8eeb4118920209db,2020-10-19 11:54:46,19,Männlich,7,4,6,7,7,7,7,7,5,6,7,6,7,7,7,7,7,4,2,2,1,7,7,3,4,4,6,6,6,Ja ,2,Privater Transport ,1,Noch Nie,Noch Nie
8e03eb1671774d3d9a35f97178902a45,2020-10-19 12:23:35,23,Weiblich,3,5,6,6,6,6,6,3,5,6,6,5,4,7,5,6,6,6,5,5,2,4,3,3,3,3,6,6,6,Ja ,2,zum Vergnügen,0,Noch Nie,Noch Nie
d093379ce1224f1bb24b9730da105927,2020-10-19 12:24:19,19,Weiblich,3,3,5,5,6,5,3,6,3,5,6,5,5,5,5,5,5,6,3,3,2,6,5,3,3,3,7,5,6,Ja ,2,Privater Transport ,1,Noch Nie,Selten
59e4db01ce4540939cc86023711c3994,2020-10-19 12:47:34,18,Männlich,5,5,3,4,3,5,3,6,5,3,6,3,3,6,3,3,5,5,5,3,3,6,5,5,3,3,6,5,5,Ja ,3,Privater Transport ,1,Selten,Selten
27ee7a0bfc2840e38225f653232d1487,2020-10-19 14:21:57,22,Männlich,2,3,3,4,3,4,3,3,5,4,3,1,2,2,3,4,4,3,6,6,5,5,2,6,1,2,7,5,5,Ja ,0,Privater Transport ,0,Noch Nie,Selten
87ad7392b6694a8da6744cbe03b1d263,2020-10-19 15:17:16,20,Weiblich,5,1,2,2,2,2,3,2,2,2,5,6,2,6,1,2,3,2,7,7,6,1,1,7,1,1,7,7,7,Ja ,6,Privater Transport ,0,Noch Nie,Noch Nie
5fe54d902792467181089d8e4a73b80c,2020-10-20 09:26:34,22,Weiblich,4,2,4,6,7,6,2,5,7,2,5,5,5,5,3,7,7,6,5,6,3,3,4,6,3,3,7,7,7,Ja ,0,zum Vergnügen,0,Selten,Noch Nie
b89680ab48514db8bca8fcca1852f36d,2020-10-20 10:25:52,20,female,4,5,3,3,3,3,4,5,2,2,2,4,3,5,5,4,3,5,6,6,6,2,2,5,3,2,7,6,6, No,0,work,0,Never,Never
f820d1c1117c4255a529f527c6c82d1f,2020-10-20 10:41:01,19,Männlich,5,2,3,6,5,6,6,6,4,7,7,4,3,6,6,7,6,7,7,6,2,5,5,7,2,1,7,6,7,Ja ,2,zum Vergnügen,15,Manchmal,Selten
fa4ca90c5b80445b9af0b7ec4fbcc124,2020-10-20 11:20:35,24,Männlich,6,3,5,5,6,5,5,5,2,3,5,4,4,5,6,6,5,7,5,5,2,6,5,5,3,3,5,6,3,Ja ,1,Privater Transport ,2,Selten,Selten
c546bbc81ecb479bba2e85f9d19850cb,2020-10-20 11:21:47,22,Weiblich,4,4,5,5,4,5,3,5,6,4,5,4,4,2,3,4,5,3,5,5,3,3,3,4,4,4,5,5,5,Ja ,1,Privater Transport ,0,Noch Nie,Selten
6272855738e14a46adbc93ebd79ca82e,2020-10-20 11:43:27,23,Männlich,5,4,7,4,4,7,6,4,6,5,7,6,6,2,6,4,7,2,2,4,2,6,6,2,6,6,7,7,7,Ja ,0,Privater Transport ,7,Selten,Noch Nie
97fa63f17b4f4fd98355731cb513f5d4,2020-10-20 12:31:10,23,Weiblich,5,3,6,5,3,3,4,5,4,5,5,5,5,3,4,3,6,7,6,5,1,2,3,2,3,5,7,7,5,Ja ,0,Privater Transport ,0,Selten,Selten
50bc84deece34316bc3b8e5bb5829a68,2020-10-20 12:32:33,19,Männlich,4,4,5,7,3,5,4,3,6,6,6,3,4,2,5,4,2,6,3,6,4,7,4,3,3,2,7,7,7,Ja ,0,zum Vergnügen,0,Noch Nie,Noch Nie
ef2e9fc68dc5486084a0cc170db5462b,2020-10-20 12:55:12,21,Weiblich,5,4,1,2,6,3,1,6,1,1,2,3,3,3,3,4,3,7,7,7,5,2,3,4,3,2,6,5,5,Ja ,0,Privater Transport ,0,Selten,Noch Nie
8503c9e911d6446591ef74f25077292c,2020-10-20 13:24:12,19,Weiblich,4,3,3,2,5,2,4,4,3,3,3,5,3,2,5,5,5,3,6,6,7,4,3,7,2,5,7,6,2,Ja ,1,Arbeit,0,Noch Nie,Noch Nie
39e38c2aa06c42d79e50f36b631f9652,2020-10-20 14:18:00,27,Männlich,5,3,2,4,3,5,2,2,3,3,3,4,3,1,2,5,2,5,6,6,3,3,2,5,3,4,7,6,7,Ja,4,zum Vergnügen,6,Noch Nie,Selten
ac80f2bb91324d71a06cc6dd9a8e2c9d,2020-10-20 15:54:29,29,Weiblich,4,3,4,4,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,Ja ,3,Privater Transport ,2,Noch Nie,Noch Nie
e113171c2c8c48679e92a0e241b31060,2020-10-20 15:55:42,26,Weiblich,4,1,3,7,5,6,3,1,3,1,7,2,4,1,5,4,7,4,3,2,1,5,6,3,5,2,7,7,7,Ja ,0,Privater Transport ,8,Noch Nie,Selten
a3191bcead8a4e278ff5b8927b89faf9,2020-10-20 16:25:28,46,Männlich,2,2,2,2,2,1,2,7,2,2,4,2,1,2,2,2,2,2,6,6,6,1,2,7,2,2,7,7,6,Ja ,20,Arbeit,0,Noch Nie,Noch Nie
7c4a213768e645e4a46f4317ad87d76d,2020-10-21 09:43:54,37,Männlich,5,5,5,3,6,7,4,5,3,5,6,5,6,4,6,5,6,6,5,2,5,7,6,6,4,3,7,7,6,Ja ,3,Privater Transport ,0,Noch Nie,Selten
7b1f3e040a654bb7afff67a711e46081,2020-10-21 09:48:10,23,Männlich,5,4,5,6,2,6,6,6,6,3,7,4,6,6,6,6,7,6,2,1,5,7,6,2,6,6,7,6,6,Ja ,0,Privater Transport ,0,Selten,Selten
42beaff8c918437dbb34a33f80c90674,2020-10-21 10:12:04,30,Weiblich,5,5,5,4,5,3,2,5,4,4,6,5,4,2,5,4,7,4,4,2,6,3,4,4,5,4,7,7,7,Ja ,0,Privater Transport ,0,Selten,Selten
0956f0cca5f546d79a0cf4fbae23d496,2020-10-21 10:35:03,19,Weiblich,7,1,7,6,7,7,7,2,7,4,7,3,7,7,7,6,2,7,2,5,1,7,7,1,6,6,6,3,6,Ja ,2,Privater Transport ,0,Selten,Selten
f78cb865f76b4ce4879083715f112d91,2020-10-21 10:35:56,21,Weiblich,4,5,5,7,7,7,6,4,4,5,7,5,4,5,6,6,3,4,3,3,1,5,6,4,4,4,7,6,6,Ja ,5,Privater Transport ,15,Noch Nie,Selten
f767840dc9b94eeabb8d0cfb2a5da57c,2020-10-21 11:37:28,22,Männlich,2,3,1,1,1,2,3,2,1,2,2,2,1,3,2,2,6,5,7,6,7,2,1,7,2,1,7,7,7,Ja ,5,Privater Transport ,14,Selten,Selten
4ed7e605b1614ccc98269519940f6965,2020-10-21 13:29:23,28,Männlich,5,5,3,6,5,5,5,5,5,3,6,3,3,3,3,6,3,5,7,6,2,3,5,5,2,3,7,7,7,Ja ,5,Privater Transport ,4,Manchmal,Selten
0d0d7bd79b1a48d4ad5e757cdbfc15c9,2020-10-21 14:32:38,19,Männlich,5,5,5,5,5,5,5,2,5,5,4,7,5,5,5,5,6,3,3,2,3,5,5,4,5,6,6,6,6, Nein,0,Privater Transport ,0,Noch Nie,Noch Nie
6f36a58eb7d843a593a01191c53bc0d0,2020-10-21 14:33:51,37,Männlich,5,3,3,6,3,5,5,3,3,4,2,3,3,4,3,6,6,5,7,7,5,3,3,6,3,3,7,6,5,Ja ,2,Privater Transport ,0,Noch Nie,Selten
bfa47a32481e49b2b8ef5af3f44289c9,2020-10-21 15:31:08,26,Männlich,6,2,5,5,5,6,6,6,2,3,6,5,3,5,5,5,5,4,6,3,3,2,3,5,2,2,7,7,6,Ja ,5,zum Vergnügen,10,Selten,Selten
beaea101b49242a183285032cc6357ea,2020-10-21 16:29:47,18,Weiblich,3,3,4,6,3,5,5,6,6,5,6,6,3,4,5,5,4,4,5,6,1,3,3,4,1,2,7,7,7,Ja ,3,Privater Transport ,0,Noch Nie,Selten
ccb6fbce179d456c892ce2e029dd7fd1,2020-10-21 16:30:09,18,Weiblich,4,6,4,6,6,7,6,4,5,6,7,6,4,5,4,4,6,2,5,5,2,5,5,5,3,3,7,5,7,Ja ,3,Privater Transport ,4,Selten,Selten
e01b2bb34b88409ab72849f4ae52277a,2020-10-22 10:02:04,29,Männlich,4,5,5,3,5,7,6,7,7,4,5,6,5,5,5,4,6,2,2,3,2,6,6,6,4,5,7,7,7,Ja ,1,Arbeit,15,Selten,Selten
806565e397a2453d8287d04d059399de,2020-10-22 10:33:54,20,Männlich,5,5,7,6,7,6,5,7,7,6,5,4,4,3,3,6,6,6,2,1,1,2,2,1,6,6,7,5,3, Nein,1,Privater Transport ,0,Noch Nie,Selten
befb23eb943c405b8183bd39f5d9d102,2020-10-22 11:25:25,21,Männlich,6,4,3,4,5,6,5,3,3,4,5,3,4,3,5,4,5,3,2,3,3,6,6,5,3,3,7,6,6,Ja ,5,Privater Transport ,10,Selten,Selten
c2029d7960134ff6853f6ae4b9f9ae84,2020-10-22 12:29:53,26,Männlich,6,1,2,6,6,3,3,3,6,2,5,5,1,2,4,4,6,7,7,7,5,3,4,7,2,1,2,4,3, Nein,0,Arbeit,12,Noch Nie,Manchmal
47a3b1dd7c6b41cd875935c7049d97d6,2020-10-22 12:52:37,19,Weiblich,5,5,4,5,3,2,7,6,2,5,3,5,3,5,4,2,3,5,6,6,6,5,7,6,3,2,7,7,7,Ja ,5,Privater Transport ,5,Noch Nie,Selten
1137044be4694bb1a6dc0b6185f8292b,2020-10-22 12:58:56,19,Weiblich,6,5,6,6,4,5,4,7,4,5,3,5,6,7,7,6,7,4,1,5,3,3,6,4,6,4,6,7,5,Ja ,2,Privater Transport ,0,Selten,Selten
324c3a0db2a64dc1ae182ed9d5911f00,2020-10-22 15:28:17,28,Männlich,2,3,3,5,3,5,2,3,2,3,3,5,3,2,2,4,6,6,6,5,3,3,2,7,2,3,7,6,3, Nein,0,Privater Transport ,50,Selten,Selten
1e5683fcc68a45bfa0e4d4454f6a01c0,2020-10-23 14:26:08,18,Männlich,5,6,7,3,3,7,6,6,5,2,5,6,5,2,6,2,5,6,3,3,3,5,5,3,5,3,7,6,3,Ja ,4,Privater Transport ,5,Noch Nie,Noch Nie
973efd2d86b64b7db7d5cc3f3f3725b2,2020-10-23 14:31:00,17,Weiblich,4,3,6,3,5,3,2,7,5,5,6,6,7,2,2,3,5,6,2,1,3,5,6,2,6,7,7,7,6,Ja ,3,Privater Transport ,0,Noch Nie,Noch Nie
f9c6ff61370141c89ea9bbc536d796e1,2020-10-23 14:49:49,48,Weiblich,5,5,5,4,5,4,4,6,4,5,4,5,6,4,6,4,6,5,5,2,3,7,5,2,4,4,7,6,5,Ja ,15,Arbeit,0,Selten,Noch Nie
f22dfb43e26d43068a9be221468d85dc,2020-10-23 15:26:23,22,Männlich,2,6,4,6,5,3,4,6,3,5,7,5,5,6,6,5,4,6,4,3,2,6,6,4,4,4,7,7,7,Ja ,1,Privater Transport ,8,Oft,Selten
68dee417b7c6402e80e3001a8d07ac53,2020-10-23 15:30:19,19,Männlich,3,5,6,6,6,7,6,7,5,4,7,7,4,6,6,2,7,7,2,2,1,7,7,3,6,4,5,4,4,Ja ,10,Privater Transport ,20,Manchmal,Manchmal
8fa9f3c28edc4b2a88556096f09ec8cb,2020-10-23 16:27:11,21,Weiblich,3,3,3,5,3,5,3,5,3,6,7,5,4,1,3,5,6,3,7,6,2,3,2,5,3,3,6,5,5,Ja ,1,Privater Transport ,0,Selten,Selten
4143d634d142409fabd7e43e8d4fe7a8,2020-10-23 17:27:27,19,Weiblich,2,5,7,7,6,6,5,6,7,2,3,7,5,2,6,5,2,2,2,3,3,6,6,3,5,6,7,7,3, Nein,0,Arbeit,0,Noch Nie,Selten
46b71f8b8f2d44c9be998a771c7815c9,2020-10-23 17:32:50,23,Männlich,4,4,2,1,3,6,5,6,2,1,7,4,4,2,7,7,7,4,6,3,3,3,3,7,1,2,7,7,7,Ja ,1,Privater Transport ,0,Noch Nie,Selten
50eb41004c744ed08237419b9cd2abd3,2020-10-24 14:27:39,29,Männlich,2,2,7,5,7,7,7,6,1,7,7,6,5,2,4,7,7,7,1,1,2,7,7,2,7,2,7,7,6,Ja ,3,Privater Transport ,10,Oft,Selten
47e5b0cb9fca4c5c9748b9e03e63a9a7,2020-10-24 14:30:44,27,Männlich,3,4,3,3,4,3,2,4,3,1,5,5,2,6,3,7,7,7,5,5,2,2,3,6,1,4,7,7,7,Ja ,1,Privater Transport ,8,Selten,Selten
c47cc5dba3834b91899cc20534e0f7be,2020-10-24 14:59:04,27,Männlich,5,2,2,5,5,7,1,3,1,2,7,7,3,1,1,4,4,4,6,7,1,5,4,2,3,5,7,7,7,Ja ,4,zum Vergnügen,60,Oft,Selten
e90c87a9ba554b8a96331451052c1ece,2020-10-24 15:24:17,26,male,1,4,2,1,2,6,1,5,4,1,6,4,1,6,1,7,6,7,7,4,1,1,2,6,3,4,4,7,7,Yes ,2,freetime,24,Occasionally,Occasionally
d18584bc440c4900ab9677fd5c411dc5,2020-10-24 21:14:57,22,Männlich,2,6,2,2,5,7,3,6,7,4,7,2,4,1,3,2,3,5,3,6,1,3,4,4,2,1,5,5,6,Ja ,8,Arbeit,2,Noch Nie,Selten
fa1e10f3495d49f69ee05224e4eaec4f,2020-10-24 21:20:36,22,Männlich,3,2,3,2,5,5,6,5,5,5,4,5,6,6,5,4,4,6,3,4,3,5,4,3,5,4,6,6,3,Ja ,5,Privater Transport ,2,Noch Nie,Selten
1d0296054e434021b3aa2b47b6c7d921,2020-10-24 21:42:34,21,Weiblich,3,2,5,3,6,1,6,7,1,5,4,6,3,1,3,3,3,5,7,5,6,3,3,6,3,2,7,7,7,Ja ,1,zum Vergnügen,0,Noch Nie,Noch Nie
95e8781012c94d37a222b5679724cb1d,2020-10-24 21:45:43,21,Weiblich,4,5,5,3,5,6,5,4,4,4,6,7,2,5,4,6,3,4,6,4,1,2,3,2,2,6,7,6,7,Ja ,4,Arbeit,0,Selten,Manchmal
d42cd09ca7ea439cbb32c62c4353b7dc,2020-10-26 11:46:19,24,Weiblich,4,4,5,5,3,5,4,4,4,4,3,5,4,3,5,6,6,4,5,3,4,3,3,5,4,3,7,6,6,Ja ,1,Privater Transport ,3,Selten,Selten
1b72788aabfc4b6794b3ff9ce0e9d1cd,2020-10-27 14:53:06,22,Weiblich,4,4,4,4,4,3,4,6,3,3,5,6,4,3,4,4,2,7,3,7,3,1,2,3,4,5,7,7,6,Ja ,0,Privater Transport ,0,Selten,Noch Nie
0121f5b2f59d434f8beb17bf3e2a80b9,2020-10-27 15:35:19,22,female,3,5,2,6,3,6,1,3,1,2,7,6,2,2,5,5,3,4,7,6,1,2,2,7,1,1,6,5,6,Yes ,7,work,0,Occasionally,Never
5da827b55d1e429daa583641b19e4951,2020-10-27 17:07:49,28,Männlich,6,7,6,5,5,6,5,5,1,5,7,1,5,3,2,2,7,2,4,5,2,2,2,3,4,5,7,5,6,Ja ,2,Privater Transport ,0,Manchmal,Selten
4858c7aa9362421988e7c88d5adae755,2020-10-27 17:46:29,21,Weiblich,6,7,6,6,6,7,4,2,7,6,7,5,7,2,3,6,7,7,2,2,1,5,6,2,6,6,7,5,7,Ja ,8,Arbeit,5,Noch Nie,Selten
eadeee63de7f40a4b4375733651d5dd1,2020-10-30 15:25:19,4,Intersex,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Ja ,4,zum Vergnügen,4,Manchmal,Manchmal
22d6fdd77f704e00aa350bf02adc9bc3,2020-11-27 13:04:11,24,Weiblich,2,4,4,6,4,7,6,4,4,3,7,7,3,2,5,5,7,7,4,5,1,5,6,6,3,5,7,6,2,Ja ,0,Privater Transport ,0,Selten,Noch Nie
a8f38db959114af0b49322bf0238a0a8,2020-12-03 12:01:32,22,Weiblich,6,6,5,5,5,6,5,3,5,4,4,5,5,6,6,3,5,5,3,3,2,6,6,3,6,5,6,6,6,Ja ,0,Privater Transport ,2,Manchmal,Selten
e02a32edf7494874b489598a611bd443,2020-12-07 12:45:29,23,Weiblich,4,4,4,6,5,3,3,5,5,5,6,6,3,2,2,6,6,3,7,5,1,3,5,5,3,6,7,6,6,Ja ,1,Privater Transport ,0,Selten,Selten
9af67bd8dba94cf599f830105cc0a5ab,2020-12-10 13:29:06,29,Weiblich,4,1,4,7,6,7,1,1,4,5,7,7,1,1,4,7,7,1,1,1,1,4,4,1,4,4,7,7,7,Ja ,0,Arbeit,2,Selten,Manchmal
5b086469856442e8abac0651c33e2c8e,2020-12-10 15:59:10,30,Weiblich,4,7,6,6,6,7,5,5,6,4,3,5,7,3,4,4,6,4,2,2,2,7,7,4,5,6,7,5,6,Ja ,3,Privater Transport ,0,Selten,Selten
240d3d0b36a34accb42f0d98d27fd744,2020-12-10 16:56:54,22,Weiblich,4,3,2,1,1,3,3,2,5,3,6,3,1,3,1,2,3,5,7,7,2,1,2,7,1,1,7,7,7,Ja ,0,Privater Transport ,12,Manchmal,Selten
,,31,Weiblich,7,5,6,4,6,7,7,7,5,7,7,6,7,7,7,7,7,7,1,5,1,7,4,1,7,7,7,7,2,Ja,4,Privater Transport ,9,Manchmal,Selten
7eac08e3922d4e41834972c86e75e432,2021-01-14 16:36:45,33,female,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Yes ,2,work,2,Occasionally,Occasionally
